date,value
5-19-2021,"105,000"
5-19-2021,"146,250"
5-19-2021,"191,250"
6-21-2021,"270,000"
6-21-2021,"148,750"
6-21-2021,"160,000"
6-21-2021,"150,000"
6-21-2021,"206,250"
6-21-2021,"330,000"
7-19-2021,"426,250"
7-19-2021,"262,500"
7-19-2021,"202,500"
7-19-2021,"180,000"
7-19-2021,"255,000"
7-19-2021,"390,000"
8-20-2021,"450,000"
8-20-2021,"288,750"
8-20-2021,"225,000"
8-20-2021,"160,000"
8-20-2021,"187,500"
8-20-2021,"302,500"
9-19-2021,"325,000"
9-19-2021,"180,000"
9-19-2021,"52,500"
9-19-2021,"48,750"
9-19-2021,"81,250"
9-19-2021,"127,500"
10-21-2021,"180,000"
10-21-2021,"85,000"
10-21-2021,"60,000"
10-21-2021,"55,000"
10-21-2021,"82,500"
10-21-2021,"120,000"
11-20-2021,"137,500"
11-20-2021,"56,250"
11-20-2021,"80,000"
11-20-2021,"206,250"
11-20-2021,"262,500"
11-20-2021,"337,500"
12-19-2021,"490,000"
12-19-2021,"300,000"
12-19-2021,"270,000"
12-19-2021,"240,000"
12-19-2021,"280,000"
12-19-2021,"375,000"
1-23-2021,"143,750"
1-23-2021,"93,750"
1-23-2021,"56,250"
1-23-2021,"45,000"
1-23-2021,"96,250"
1-23-2021,"93,750"
2-21-2021,"156,250"
2-21-2021,"68,750"
2-21-2021,"48,750"
2-21-2021,"35,000"
2-21-2021,"87,500"
2-21-2021,"70,000"
3-19-2021,"114,000"
3-19-2021,"50,000"
3-19-2021,"27,500"
3-19-2021,"25,000"
3-19-2021,"61,250"
3-19-2021,"68,750"
4-20-2021,"131,250"
4-20-2021,"56,250"
4-20-2021,"33,750"
4-20-2021,"30,000"
4-20-2021,"70,000"
4-20-2021,"97,500"
5-19-2021,"238,000"
5-19-2021,"120,000"
5-19-2021,"96,250"
5-19-2021,"78,750"
5-19-2021,"112,500"
5-19-2021,"157,500"
6-21-2021,"240,000"
6-21-2021,"122,500"
6-21-2021,"130,000"
6-21-2021,"120,000"
6-21-2021,"165,000"
6-21-2021,"285,000"
7-19-2021,"385,000"
7-19-2021,"225,000"
7-19-2021,"168,750"
7-19-2021,"146,250"
7-19-2021,"210,000"
7-19-2021,"341,250"
8-20-2021,"405,000"
8-20-2021,"247,500"
8-20-2021,"187,500"
8-20-2021,"130,000"
8-20-2021,"150,000"
8-20-2021,"261,250"
9-19-2021,"287,500"
9-19-2021,"150,000"
9-19-2021,"41,250"
9-19-2021,"37,500"
9-19-2021,"62,500"
9-19-2021,"105,000"
10-21-2021,"157,500"
10-21-2021,"70,000"
10-21-2021,"45,000"
10-21-2021,"40,000"
10-21-2021,"60,000"
10-21-2021,"97,500"
11-20-2021,"118,750"
11-20-2021,"45,000"
11-20-2021,"61,250"
11-20-2021,"165,000"
11-20-2021,"206,250"
11-20-2021,"281,250"
12-19-2021,"437,500"
12-19-2021,"255,000"
12-19-2021,"225,000"
12-19-2021,"195,000"
12-19-2021,"227,500"
12-19-2021,"318,750"
1-16-2021,"137,500"
1-16-2021,"87,500"
1-16-2021,"52,500"
1-16-2021,"40,000"
1-16-2021,"87,500"
1-16-2021,"87,500"
2-14-2021,"150,000"
2-14-2021,"62,500"
2-14-2021,"45,000"
2-14-2021,"30,000"
2-14-2021,"78,750"
2-14-2021,"65,000"
3-12-2021,"109,000"
3-12-2021,"45,000"
3-12-2021,"25,000"
3-12-2021,"20,000"
3-12-2021,"52,500"
3-12-2021,"62,500"
4-13-2021,"125,000"
4-13-2021,"50,000"
4-13-2021,"30,000"
4-13-2021,"25,000"
4-13-2021,"60,000"
4-13-2021,"90,000"
5-12-2021,"228,000"
5-12-2021,"110,000"
5-12-2021,"87,500"
5-12-2021,"70,000"
5-12-2021,"101,250"
5-12-2021,"146,250"
6-14-2021,"230,000"
6-14-2021,"113,750"
6-14-2021,"120,000"
6-14-2021,"110,000"
6-14-2021,"151,250"
6-14-2021,"270,000"
7-12-2021,"371,250"
7-12-2021,"212,500"
7-12-2021,"157,500"
7-12-2021,"135,000"
7-12-2021,"195,000"
7-12-2021,"325,000"
8-13-2021,"390,000"
8-13-2021,"233,750"
8-13-2021,"175,000"
8-13-2021,"120,000"
8-13-2021,"137,500"
8-13-2021,"247,500"
9-12-2021,"275,000"
9-12-2021,"140,000"
9-12-2021,"37,500"
9-12-2021,"33,750"
9-12-2021,"56,250"
9-12-2021,"97,500"
10-14-2021,"150,000"
10-14-2021,"65,000"
10-14-2021,"40,000"
10-14-2021,"35,000"
10-14-2021,"52,500"
10-14-2021,"90,000"
11-13-2021,"112,500"
11-13-2021,"41,250"
11-13-2021,"55,000"
11-13-2021,"151,250"
11-13-2021,"187,500"
11-13-2021,"262,500"
12-12-2021,"420,000"
12-12-2021,"240,000"
12-12-2021,"210,000"
12-12-2021,"180,000"
12-12-2021,"210,000"
12-12-2021,"300,000"
1-12-2021,"190,000"
1-12-2021,"110,000"
1-12-2021,"82,500"
1-12-2021,"43,750"
1-12-2021,"87,500"
1-12-2021,"110,000"
2-12-2021,"210,000"
2-12-2021,"70,000"
2-12-2021,"67,500"
2-12-2021,"35,000"
2-12-2021,"87,500"
2-12-2021,"96,250"
3-11-2021,"198,000"
3-11-2021,"80,000"
3-11-2021,"67,500"
3-11-2021,"26,250"
3-11-2021,"62,500"
3-11-2021,"90,000"
4-12-2021,"180,000"
4-12-2021,"60,000"
4-12-2021,"45,000"
4-12-2021,"26,250"
4-12-2021,"60,000"
4-12-2021,"112,500"
5-13-2021,"297,000"
5-13-2021,"100,000"
5-13-2021,"78,750"
5-13-2021,"45,000"
5-13-2021,"68,750"
5-13-2021,"150,000"
6-12-2021,"225,000"
6-12-2021,"100,000"
6-12-2021,"70,000"
6-12-2021,"61,250"
6-12-2021,"78,750"
6-12-2021,"178,750"
7-11-2021,"275,000"
7-11-2021,"135,000"
7-11-2021,"90,000"
7-11-2021,"70,000"
7-11-2021,"100,000"
7-11-2021,"206,250"
8-12-2021,"262,500"
8-12-2021,"135,000"
8-12-2021,"90,000"
8-12-2021,"80,000"
8-12-2021,"87,500"
8-12-2021,"192,500"
9-13-2021,"213,750"
9-13-2021,"110,000"
9-13-2021,"61,250"
9-13-2021,"52,500"
9-13-2021,"67,500"
9-13-2021,"112,500"
10-12-2021,"220,000"
10-12-2021,"112,500"
10-12-2021,"67,500"
10-12-2021,"56,250"
10-12-2021,"68,750"
10-12-2021,"150,000"
11-12-2021,"220,000"
11-12-2021,"112,500"
11-12-2021,"87,750"
11-12-2021,"78,750"
11-12-2021,"90,000"
11-12-2021,"162,500"
12-11-2021,"300,000"
12-11-2021,"150,000"
12-11-2021,"125,000"
12-11-2021,"100,000"
12-11-2021,"120,000"
12-11-2021,"195,000"
1-9-2021,"166,250"
1-9-2021,"96,250"
1-9-2021,"68,750"
1-9-2021,"37,500"
1-9-2021,"78,750"
1-9-2021,"96,250"
2-9-2021,"183,750"
2-9-2021,"61,250"
2-9-2021,"56,250"
2-9-2021,"30,000"
2-9-2021,"78,750"
2-9-2021,"68,750"
3-8-2021,"148,500"
3-8-2021,"60,000"
3-8-2021,"45,000"
3-8-2021,"18,750"
3-8-2021,"50,000"
3-8-2021,"67,500"
4-9-2021,"135,000"
4-9-2021,"45,000"
4-9-2021,"30,000"
4-9-2021,"18,750"
4-9-2021,"60,000"
4-9-2021,"112,500"
5-10-2021,"297,000"
5-10-2021,"90,000"
5-10-2021,"70,000"
5-10-2021,"40,000"
5-10-2021,"62,500"
5-10-2021,"137,500"
6-9-2021,"200,000"
6-9-2021,"87,500"
6-9-2021,"60,000"
6-9-2021,"52,500"
6-9-2021,"70,000"
6-9-2021,"178,750"
7-8-2021,"275,000"
7-8-2021,"135,000"
7-8-2021,"90,000"
7-8-2021,"70,000"
7-8-2021,"100,000"
7-8-2021,"206,250"
8-9-2021,"262,500"
8-9-2021,"135,000"
8-9-2021,"90,000"
8-9-2021,"80,000"
8-9-2021,"87,500"
8-9-2021,"192,500"
9-10-2021,"190,000"
9-10-2021,"96,250"
9-10-2021,"52,500"
9-10-2021,"45,000"
9-10-2021,"60,000"
9-10-2021,"101,250"
10-9-2021,"200,000"
10-9-2021,"100,000"
10-9-2021,"60,000"
10-9-2021,"50,000"
10-9-2021,"62,500"
10-9-2021,"137,500"
11-9-2021,"200,000"
11-9-2021,"100,000"
11-9-2021,"78,000"
11-9-2021,"70,000"
11-9-2021,"90,000"
11-9-2021,"162,500"
12-8-2021,"300,000"
12-8-2021,"150,000"
12-8-2021,"125,000"
12-8-2021,"100,000"
12-8-2021,"120,000"
12-8-2021,"195,000"
1-6-2021,"135,000"
1-6-2021,"75,000"
1-6-2021,"50,000"
1-6-2021,"25,000"
1-6-2021,"60,000"
1-6-2021,"75,000"
2-6-2021,"150,000"
2-6-2021,"45,000"
2-6-2021,"40,000"
2-6-2021,"18,750"
2-6-2021,"60,000"
2-6-2021,"37,500"
3-5-2021,"94,000"
3-5-2021,"35,000"
3-5-2021,"22,500"
3-5-2021,"15,000"
3-5-2021,"45,000"
3-5-2021,"50,000"
4-6-2021,"95,000"
4-6-2021,"35,000"
4-6-2021,"17,500"
4-6-2021,"15,000"
4-6-2021,"75,000"
4-6-2021,"125,000"
5-7-2021,"312,000"
5-7-2021,"90,000"
5-7-2021,"70,000"
5-7-2021,"43,750"
5-7-2021,"67,500"
5-7-2021,"137,500"
6-6-2021,"183,750"
6-6-2021,"82,500"
6-6-2021,"50,000"
6-6-2021,"43,750"
6-6-2021,"61,250"
6-6-2021,"178,750"
7-5-2021,"275,000"
7-5-2021,"135,000"
7-5-2021,"90,000"
7-5-2021,"70,000"
7-5-2021,"100,000"
7-5-2021,"206,250"
8-6-2021,"262,500"
8-6-2021,"135,000"
8-6-2021,"90,000"
8-6-2021,"80,000"
8-6-2021,"87,500"
8-6-2021,"192,500"
9-7-2021,"166,250"
9-7-2021,"82,500"
9-7-2021,"43,750"
9-7-2021,"37,500"
9-7-2021,"52,500"
9-7-2021,"90,000"
10-6-2021,"180,000"
10-6-2021,"87,500"
10-6-2021,"52,500"
10-6-2021,"43,750"
10-6-2021,"56,250"
10-6-2021,"125,000"
11-6-2021,"180,000"
11-6-2021,"96,250"
11-6-2021,"77,000"
11-6-2021,"70,000"
11-6-2021,"105,000"
11-6-2021,"178,750"
12-5-2021,"315,000"
12-5-2021,"162,500"
12-5-2021,"137,500"
12-5-2021,"112,500"
12-5-2021,"135,000"
12-5-2021,"211,250"
1-3-2021,"135,000"
1-3-2021,"75,000"
1-3-2021,"50,000"
1-3-2021,"25,000"
1-3-2021,"60,000"
1-3-2021,"75,000"
2-3-2021,"150,000"
2-3-2021,"45,000"
2-3-2021,"40,000"
2-3-2021,"18,750"
2-3-2021,"60,000"
2-3-2021,"37,500"
3-2-2021,"94,000"
3-2-2021,"35,000"
3-2-2021,"22,500"
3-2-2021,"11,250"
3-2-2021,"37,500"
3-2-2021,"45,000"
4-3-2021,"90,000"
4-3-2021,"30,000"
4-3-2021,"15,000"
4-3-2021,"11,250"
4-3-2021,"60,000"
4-3-2021,"112,500"
5-4-2021,"297,000"
5-4-2021,"80,000"
5-4-2021,"61,250"
5-4-2021,"52,500"
5-4-2021,"78,750"
5-4-2021,"150,000"
6-3-2021,"192,500"
6-3-2021,"90,000"
6-3-2021,"50,000"
6-3-2021,"43,750"
6-3-2021,"61,250"
6-3-2021,"178,750"
7-2-2021,"275,000"
7-2-2021,"135,000"
7-2-2021,"90,000"
7-2-2021,"70,000"
7-2-2021,"100,000"
7-2-2021,"206,250"
8-3-2021,"262,500"
8-3-2021,"135,000"
8-3-2021,"90,000"
8-3-2021,"80,000"
8-3-2021,"87,500"
8-3-2021,"192,500"
9-4-2021,"166,250"
9-4-2021,"75,000"
9-4-2021,"37,500"
9-4-2021,"31,250"
9-4-2021,"43,750"
9-4-2021,"80,000"
10-3-2021,"168,750"
10-3-2021,"78,750"
10-3-2021,"43,750"
10-3-2021,"43,750"
10-3-2021,"56,250"
10-3-2021,"125,000"
11-3-2021,"180,000"
11-3-2021,"105,000"
11-3-2021,"85,750"
11-3-2021,"78,750"
11-3-2021,"120,000"
11-3-2021,"195,000"
12-2-2021,"330,000"
12-2-2021,"175,000"
12-2-2021,"150,000"
12-2-2021,"125,000"
12-2-2021,"150,000"
12-2-2021,"227,500"
1-10-2021,"175,000"
1-10-2021,"105,000"
1-10-2021,"75,000"
1-10-2021,"45,000"
1-10-2021,"90,000"
1-10-2021,"105,000"
2-10-2021,"192,500"
2-10-2021,"70,000"
2-10-2021,"62,500"
2-10-2021,"37,500"
2-10-2021,"90,000"
2-10-2021,"60,000"
3-9-2021,"130,000"
3-9-2021,"56,250"
3-9-2021,"41,250"
3-9-2021,"25,000"
3-9-2021,"61,250"
3-9-2021,"68,750"
4-10-2021,"125,000"
4-10-2021,"50,000"
4-10-2021,"30,000"
4-10-2021,"25,000"
4-10-2021,"97,500"
4-10-2021,"137,500"
5-11-2021,"327,000"
5-11-2021,"100,000"
5-11-2021,"78,750"
5-11-2021,"61,250"
5-11-2021,"90,000"
5-11-2021,"178,750"
6-10-2021,"230,000"
6-10-2021,"113,750"
6-10-2021,"60,000"
6-10-2021,"52,500"
6-10-2021,"70,000"
6-10-2021,"195,000"
7-9-2021,"302,500"
7-9-2021,"150,000"
7-9-2021,"101,250"
7-9-2021,"78,750"
7-9-2021,"110,000"
7-9-2021,"225,000"
8-10-2021,"262,500"
8-10-2021,"135,000"
8-10-2021,"90,000"
8-10-2021,"80,000"
8-10-2021,"87,500"
8-10-2021,"192,500"
9-11-2021,"166,250"
9-11-2021,"82,500"
9-11-2021,"43,750"
9-11-2021,"37,500"
9-11-2021,"52,500"
9-11-2021,"90,000"
10-10-2021,"180,000"
10-10-2021,"87,500"
10-10-2021,"52,500"
10-10-2021,"52,500"
10-10-2021,"67,500"
10-10-2021,"137,500"
11-10-2021,"191,250"
11-10-2021,"113,750"
11-10-2021,"94,500"
11-10-2021,"96,250"
11-10-2021,"150,000"
11-10-2021,"227,500"
12-9-2021,"360,000"
12-9-2021,"200,000"
12-9-2021,"175,000"
12-9-2021,"150,000"
12-9-2021,"180,000"
12-9-2021,"260,000"
1-17-2021,"175,000"
1-17-2021,"105,000"
1-17-2021,"75,000"
1-17-2021,"45,000"
1-17-2021,"90,000"
1-17-2021,"105,000"
2-17-2021,"192,500"
2-17-2021,"80,000"
2-17-2021,"90,000"
2-17-2021,"61,250"
2-17-2021,"125,000"
2-17-2021,"87,500"
3-16-2021,"171,000"
3-16-2021,"82,500"
3-16-2021,"65,000"
3-16-2021,"43,750"
3-16-2021,"90,000"
3-16-2021,"97,500"
4-17-2021,"165,000"
4-17-2021,"75,000"
4-17-2021,"50,000"
4-17-2021,"43,750"
4-17-2021,"130,000"
4-17-2021,"162,500"
5-18-2021,"357,000"
5-18-2021,"120,000"
5-18-2021,"96,250"
5-18-2021,"70,000"
5-18-2021,"101,250"
5-18-2021,"192,500"
6-17-2021,"270,000"
6-17-2021,"170,000"
6-17-2021,"105,000"
6-17-2021,"96,250"
6-17-2021,"123,750"
6-17-2021,"276,250"
7-16-2021,"390,000"
7-16-2021,"220,000"
7-16-2021,"162,500"
7-16-2021,"137,500"
7-16-2021,"180,000"
7-16-2021,"308,750"
8-17-2021,"262,500"
8-17-2021,"135,000"
8-17-2021,"120,000"
8-17-2021,"110,000"
8-17-2021,"125,000"
8-17-2021,"233,750"
9-18-2021,"192,500"
9-18-2021,"105,000"
9-18-2021,"62,500"
9-18-2021,"56,250"
9-18-2021,"78,750"
9-18-2021,"120,000"
10-17-2021,"191,250"
10-17-2021,"96,250"
10-17-2021,"61,250"
10-17-2021,"61,250"
10-17-2021,"78,750"
10-17-2021,"150,000"
11-17-2021,"202,500"
11-17-2021,"122,500"
11-17-2021,"103,250"
11-17-2021,"130,000"
11-17-2021,"195,000"
11-17-2021,"280,000"
12-16-2021,"422,500"
12-16-2021,"247,500"
12-16-2021,"220,000"
12-16-2021,"192,500"
12-16-2021,"227,500"
12-16-2021,"315,000"
1-24-2021,"148,750"
1-24-2021,"78,750"
1-24-2021,"56,250"
1-24-2021,"22,500"
1-24-2021,"56,250"
1-24-2021,"78,750"
2-22-2021,"166,250"
2-22-2021,"43,750"
2-22-2021,"43,750"
2-22-2021,"15,000"
2-22-2021,"56,250"
2-22-2021,"78,750"
3-20-2021,"155,750"
3-20-2021,"52,500"
3-20-2021,"43,750"
3-20-2021,"7,500"
3-20-2021,"33,750"
3-20-2021,"61,250"
4-21-2021,"148,750"
4-21-2021,"43,750"
4-21-2021,"31,250"
4-21-2021,"15,000"
4-21-2021,"22,500"
4-21-2021,"70,000"
5-20-2021,"235,000"
5-20-2021,"78,750"
5-20-2021,"60,000"
5-20-2021,"40,000"
5-20-2021,"62,500"
5-20-2021,"137,500"
6-22-2021,"250,000"
6-22-2021,"112,500"
6-22-2021,"70,000"
6-22-2021,"60,000"
6-22-2021,"75,000"
6-22-2021,"165,000"
7-20-2021,"262,500"
7-20-2021,"123,750"
7-20-2021,"80,000"
7-20-2021,"60,000"
7-20-2021,"87,500"
7-20-2021,"192,500"
8-21-2021,"250,000"
8-21-2021,"123,750"
8-21-2021,"80,000"
8-21-2021,"60,000"
8-21-2021,"62,500"
8-21-2021,"165,000"
9-20-2021,"212,500"
9-20-2021,"101,250"
9-20-2021,"50,000"
9-20-2021,"40,000"
9-20-2021,"50,000"
9-20-2021,"110,000"
10-22-2021,"206,250"
10-22-2021,"100,000"
10-22-2021,"50,000"
10-22-2021,"37,500"
10-22-2021,"45,000"
10-22-2021,"130,000"
11-21-2021,"210,000"
11-21-2021,"87,500"
11-21-2021,"85,000"
11-21-2021,"75,000"
11-21-2021,"75,000"
11-21-2021,"146,250"
12-20-2021,"270,000"
12-20-2021,"125,000"
12-20-2021,"112,500"
12-20-2021,"87,500"
12-20-2021,"105,000"
12-20-2021,"178,750"
1-17-2021,"210,000"
1-17-2021,"130,000"
1-17-2021,"97,500"
1-17-2021,"61,250"
1-17-2021,"112,500"
1-17-2021,"130,000"
2-15-2021,"230,000"
2-15-2021,"90,000"
2-15-2021,"82,500"
2-15-2021,"52,500"
2-15-2021,"112,500"
2-15-2021,"130,000"
3-13-2021,"218,000"
3-13-2021,"100,000"
3-13-2021,"82,500"
3-13-2021,"43,750"
3-13-2021,"87,500"
3-13-2021,"110,000"
4-14-2021,"210,000"
4-14-2021,"90,000"
4-14-2021,"67,500"
4-14-2021,"52,500"
4-14-2021,"75,000"
4-14-2021,"120,000"
5-13-2021,"313,500"
5-13-2021,"137,500"
5-13-2021,"135,000"
5-13-2021,"112,500"
5-13-2021,"151,250"
5-13-2021,"240,000"
6-15-2021,"357,500"
6-15-2021,"200,000"
6-15-2021,"146,250"
6-15-2021,"135,000"
6-15-2021,"165,000"
6-15-2021,"270,000"
7-13-2021,"371,250"
7-13-2021,"212,500"
7-13-2021,"157,500"
7-13-2021,"135,000"
7-13-2021,"178,750"
7-13-2021,"300,000"
8-14-2021,"357,500"
8-14-2021,"212,500"
8-14-2021,"157,500"
8-14-2021,"112,500"
8-14-2021,"123,750"
8-14-2021,"240,000"
9-13-2021,"288,750"
9-13-2021,"162,500"
9-13-2021,"101,250"
9-13-2021,"90,000"
9-13-2021,"110,000"
9-13-2021,"180,000"
10-15-2021,"285,000"
10-15-2021,"165,000"
10-15-2021,"110,000"
10-15-2021,"96,250"
10-15-2021,"113,750"
10-15-2021,"210,000"
11-14-2021,"292,500"
11-14-2021,"178,750"
11-14-2021,"176,000"
11-14-2021,"165,000"
11-14-2021,"178,750"
11-14-2021,"262,500"
12-13-2021,"390,000"
12-13-2021,"220,000"
12-13-2021,"206,250"
12-13-2021,"178,750"
12-13-2021,"211,250"
12-13-2021,"297,500"
1-10-2021,"166,250"
1-10-2021,"96,250"
1-10-2021,"68,750"
1-10-2021,"37,500"
1-10-2021,"78,750"
1-10-2021,"96,250"
2-8-2021,"183,750"
2-8-2021,"61,250"
2-8-2021,"56,250"
2-8-2021,"30,000"
2-8-2021,"78,750"
2-8-2021,"96,250"
3-6-2021,"173,250"
3-6-2021,"70,000"
3-6-2021,"56,250"
3-6-2021,"22,500"
3-6-2021,"56,250"
3-6-2021,"78,750"
4-7-2021,"166,250"
4-7-2021,"61,250"
4-7-2021,"43,750"
4-7-2021,"30,000"
4-7-2021,"45,000"
4-7-2021,"87,500"
5-6-2021,"260,000"
5-6-2021,"101,250"
5-6-2021,"100,000"
5-6-2021,"80,000"
5-6-2021,"112,500"
5-6-2021,"192,500"
6-8-2021,"300,000"
6-8-2021,"157,500"
6-8-2021,"110,000"
6-8-2021,"100,000"
6-8-2021,"125,000"
6-8-2021,"220,000"
7-6-2021,"312,500"
7-6-2021,"168,750"
7-6-2021,"120,000"
7-6-2021,"100,000"
7-6-2021,"137,500"
7-6-2021,"247,500"
8-7-2021,"300,000"
8-7-2021,"168,750"
8-7-2021,"120,000"
8-7-2021,"80,000"
8-7-2021,"87,500"
8-7-2021,"192,500"
9-6-2021,"237,500"
9-6-2021,"123,750"
9-6-2021,"70,000"
9-6-2021,"60,000"
9-6-2021,"75,000"
9-6-2021,"137,500"
10-8-2021,"233,750"
10-8-2021,"125,000"
10-8-2021,"75,000"
10-8-2021,"62,500"
10-8-2021,"75,000"
10-8-2021,"162,500"
11-7-2021,"240,000"
11-7-2021,"137,500"
11-7-2021,"135,000"
11-7-2021,"125,000"
11-7-2021,"135,000"
11-7-2021,"211,250"
12-6-2021,"330,000"
12-6-2021,"175,000"
12-6-2021,"162,500"
12-6-2021,"137,500"
12-6-2021,"165,000"
12-6-2021,"243,750"
1-7-2021,"200,000"
1-7-2021,"120,000"
1-7-2021,"90,000"
1-7-2021,"52,500"
1-7-2021,"100,000"
1-7-2021,"120,000"
2-5-2021,"220,000"
2-5-2021,"80,000"
2-5-2021,"75,000"
2-5-2021,"43,750"
2-5-2021,"100,000"
2-5-2021,"120,000"
3-3-2021,"208,000"
3-3-2021,"90,000"
3-3-2021,"75,000"
3-3-2021,"35,000"
3-3-2021,"75,000"
3-3-2021,"100,000"
4-4-2021,"200,000"
4-4-2021,"80,000"
4-4-2021,"60,000"
4-4-2021,"43,750"
4-4-2021,"62,500"
4-4-2021,"110,000"
5-3-2021,"299,750"
5-3-2021,"125,000"
5-3-2021,"123,750"
5-3-2021,"101,250"
5-3-2021,"137,500"
5-3-2021,"225,000"
6-5-2021,"343,750"
6-5-2021,"187,500"
6-5-2021,"135,000"
6-5-2021,"123,750"
6-5-2021,"151,250"
6-5-2021,"255,000"
7-3-2021,"357,500"
7-3-2021,"200,000"
7-3-2021,"146,250"
7-3-2021,"123,750"
7-3-2021,"165,000"
7-3-2021,"285,000"
8-4-2021,"343,750"
8-4-2021,"200,000"
8-4-2021,"146,250"
8-4-2021,"101,250"
8-4-2021,"110,000"
8-4-2021,"225,000"
9-3-2021,"275,000"
9-3-2021,"150,000"
9-3-2021,"90,000"
9-3-2021,"78,750"
9-3-2021,"96,250"
9-3-2021,"165,000"
10-5-2021,"270,000"
10-5-2021,"151,250"
10-5-2021,"96,250"
10-5-2021,"82,500"
10-5-2021,"97,500"
10-5-2021,"192,500"
11-4-2021,"276,250"
11-4-2021,"165,000"
11-4-2021,"162,250"
11-4-2021,"151,250"
11-4-2021,"162,500"
11-4-2021,"245,000"
12-3-2021,"373,750"
12-3-2021,"206,250"
12-3-2021,"192,500"
12-3-2021,"165,000"
12-3-2021,"195,000"
12-3-2021,"280,000"
1-10-2021,"148,750"
1-10-2021,"78,750"
1-10-2021,"56,250"
1-10-2021,"22,500"
1-10-2021,"56,250"
1-10-2021,"78,750"
2-8-2021,"166,250"
2-8-2021,"43,750"
2-8-2021,"43,750"
2-8-2021,"15,000"
2-8-2021,"56,250"
2-8-2021,"78,750"
3-6-2021,"155,750"
3-6-2021,"52,500"
3-6-2021,"43,750"
3-6-2021,"7,500"
3-6-2021,"33,750"
3-6-2021,"61,250"
4-7-2021,"148,750"
4-7-2021,"43,750"
4-7-2021,"31,250"
4-7-2021,"15,000"
4-7-2021,"22,500"
4-7-2021,"70,000"
5-6-2021,"235,000"
5-6-2021,"78,750"
5-6-2021,"80,000"
5-6-2021,"60,000"
5-6-2021,"87,500"
5-6-2021,"165,000"
6-8-2021,"275,000"
6-8-2021,"135,000"
6-8-2021,"90,000"
6-8-2021,"80,000"
6-8-2021,"100,000"
6-8-2021,"192,500"
7-6-2021,"287,500"
7-6-2021,"146,250"
7-6-2021,"100,000"
7-6-2021,"80,000"
7-6-2021,"112,500"
7-6-2021,"220,000"
8-7-2021,"275,000"
8-7-2021,"146,250"
8-7-2021,"100,000"
8-7-2021,"60,000"
8-7-2021,"62,500"
8-7-2021,"165,000"
9-6-2021,"212,500"
9-6-2021,"101,250"
9-6-2021,"50,000"
9-6-2021,"40,000"
9-6-2021,"50,000"
9-6-2021,"110,000"
10-8-2021,"206,250"
10-8-2021,"100,000"
10-8-2021,"50,000"
10-8-2021,"37,500"
10-8-2021,"45,000"
10-8-2021,"130,000"
11-7-2021,"210,000"
11-7-2021,"112,500"
11-7-2021,"110,000"
11-7-2021,"100,000"
11-7-2021,"105,000"
11-7-2021,"178,750"
12-6-2021,"300,000"
12-6-2021,"150,000"
12-6-2021,"137,500"
12-6-2021,"112,500"
12-6-2021,"135,000"
12-6-2021,"211,250"
1-17-2021,"180,000"
1-17-2021,"100,000"
1-17-2021,"75,000"
1-17-2021,"35,000"
1-17-2021,"75,000"
1-17-2021,"100,000"
2-15-2021,"200,000"
2-15-2021,"60,000"
2-15-2021,"60,000"
2-15-2021,"87,500"
2-15-2021,"75,000"
2-15-2021,"100,000"
3-13-2021,"188,000"
3-13-2021,"70,000"
3-13-2021,"60,000"
3-13-2021,"105,000"
3-13-2021,"50,000"
3-13-2021,"80,000"
4-14-2021,"180,000"
4-14-2021,"60,000"
4-14-2021,"45,000"
4-14-2021,"43,750"
4-14-2021,"62,500"
4-14-2021,"110,000"
5-13-2021,"272,250"
5-13-2021,"100,000"
5-13-2021,"101,250"
5-13-2021,"78,750"
5-13-2021,"110,000"
5-13-2021,"195,000"
6-15-2021,"316,250"
6-15-2021,"162,500"
6-15-2021,"112,500"
6-15-2021,"101,250"
6-15-2021,"123,750"
6-15-2021,"225,000"
7-13-2021,"330,000"
7-13-2021,"175,000"
7-13-2021,"123,750"
7-13-2021,"101,250"
7-13-2021,"137,500"
7-13-2021,"255,000"
8-14-2021,"316,250"
8-14-2021,"175,000"
8-14-2021,"123,750"
8-14-2021,"78,750"
8-14-2021,"82,500"
8-14-2021,"195,000"
9-13-2021,"247,500"
9-13-2021,"125,000"
9-13-2021,"67,500"
9-13-2021,"56,250"
9-13-2021,"68,750"
9-13-2021,"135,000"
10-15-2021,"240,000"
10-15-2021,"123,750"
10-15-2021,"68,750"
10-15-2021,"55,000"
10-15-2021,"65,000"
10-15-2021,"157,500"
11-14-2021,"243,750"
11-14-2021,"165,000"
11-14-2021,"162,250"
11-14-2021,"151,250"
11-14-2021,"162,500"
11-14-2021,"245,000"
12-13-2021,"373,750"
12-13-2021,"206,250"
12-13-2021,"192,500"
12-13-2021,"165,000"
12-13-2021,"195,000"
12-13-2021,"280,000"
1-14-2021,"236,250"
1-14-2021,"146,250"
1-14-2021,"113,750"
1-14-2021,"70,000"
1-14-2021,"123,750"
1-14-2021,"146,250"
2-12-2021,"258,750"
2-12-2021,"101,250"
2-12-2021,"96,250"
2-12-2021,"60,000"
2-12-2021,"123,750"
2-12-2021,"146,250"
3-10-2021,"245,250"
3-10-2021,"112,500"
3-10-2021,"96,250"
3-10-2021,"50,000"
3-10-2021,"96,250"
3-10-2021,"123,750"
4-11-2021,"236,250"
4-11-2021,"101,250"
4-11-2021,"78,750"
4-11-2021,"60,000"
4-11-2021,"82,500"
